,id,Time_spent_Alone,Stage_fear,Social_event_attendance,Going_outside,Drained_after_socializing,Friends_circle_size,Post_frequency,Personality
2834,2834,9.0,Yes,2.0,0.0,Yes,0.0,2.0,Introvert
2835,2835,5.0,No,3.0,1.0,Yes,1.0,1.0,Extrovert
2836,2836,10.0,Yes,3.0,0.0,Yes,4.0,1.0,Introvert
2837,2837,4.0,No,6.0,3.0,No,8.0,8.0,Extrovert
2838,2838,0.0,No,10.0,5.0,No,10.0,5.0,Extrovert
2839,2839,2.0,No,4.0,5.0,No,15.0,6.0,Extrovert
2840,2840,2.0,No,6.0,4.0,No,13.0,3.0,Extrovert
2841,2841,2.0,Yes,1.0,4.0,Yes,3.0,2.0,Introvert
2842,2842,11.0,Yes,1.0,2.0,Yes,3.0,1.0,Introvert
2843,2843,3.0,No,8.0,4.0,No,9.0,9.0,Extrovert
2844,2844,10.0,Yes,0.0,3.0,Yes,1.0,3.0,Introvert
2845,2845,8.0,No,3.0,2.0,Yes,5.0,2.0,Introvert
2846,2846,0.0,No,10.0,4.0,No,8.0,7.0,Extrovert
2847,2847,3.0,No,4.0,7.0,No,11.0,9.0,Extrovert
2848,2848,9.0,Yes,0.0,0.0,Yes,1.0,3.0,Introvert
2849,2849,1.0,No,9.0,3.0,No,8.0,6.0,Extrovert
2850,2850,1.0,No,8.0,4.0,No,7.0,9.0,Extrovert
2851,2851,0.0,No,6.0,5.0,No,4.0,4.0,Extrovert
2852,2852,2.0,No,5.0,5.0,No,11.0,3.0,Extrovert
2853,2853,0.0,No,7.0,5.0,No,6.0,5.0,Extrovert
2854,2854,1.0,No,9.0,3.0,No,10.0,6.0,Extrovert
2855,2855,2.0,Yes,1.0,0.0,Yes,2.0,1.0,Introvert
2856,2856,2.0,No,10.0,4.0,No,9.0,10.0,Extrovert
2857,2857,0.0,No,7.0,5.0,No,15.0,6.0,Extrovert
2858,2858,0.0,No,8.0,4.0,No,4.0,5.0,Extrovert
2859,2859,0.0,No,8.0,6.0,No,12.0,5.0,Extrovert
2860,2860,1.0,No,3.0,5.0,No,9.0,7.0,Extrovert
2861,2861,3.0,No,7.0,7.0,No,12.0,8.0,Extrovert
2862,2862,6.0,Yes,3.0,0.0,No,3.0,0.0,Introvert
2863,2863,3.0,No,5.0,5.0,No,6.0,9.0,Extrovert
2864,2864,5.0,No,2.0,2.0,Yes,5.0,0.0,Introvert
2865,2865,0.0,No,9.0,6.0,No,9.0,8.0,Extrovert
2866,2866,7.0,Yes,0.0,1.0,Yes,9.0,2.0,Introvert
2867,2867,1.0,No,9.0,4.0,No,14.0,4.0,Extrovert
2868,2868,1.0,No,8.0,3.0,No,8.0,5.0,Extrovert
2869,2869,10.0,Yes,1.0,1.0,Yes,0.0,1.0,Introvert
2870,2870,1.0,No,3.0,5.0,No,7.0,7.0,Extrovert
2871,2871,1.0,No,6.0,5.0,No,5.0,9.0,Extrovert
2872,2872,2.0,No,5.0,3.0,No,10.0,5.0,Extrovert
2873,2873,3.0,No,8.0,5.0,No,6.0,6.0,Extrovert
2874,2874,1.0,No,5.0,5.0,No,8.0,7.0,Extrovert
2875,2875,1.0,No,9.0,3.0,No,14.0,5.0,Extrovert
2876,2876,2.0,No,7.0,7.0,No,11.0,3.0,Extrovert
2877,2877,5.0,No,0.0,0.0,Yes,1.0,2.0,Introvert
2878,2878,3.0,No,5.0,5.0,No,14.0,9.0,Extrovert
2879,2879,2.0,No,9.0,6.0,No,7.0,3.0,Extrovert
2880,2880,9.0,No,2.0,0.0,Yes,1.0,1.0,Introvert
2881,2881,11.0,Yes,5.0,0.0,Yes,2.0,2.0,Introvert
2882,2882,3.0,No,9.0,3.0,No,10.0,5.0,Extrovert
2883,2883,11.0,Yes,3.0,2.0,Yes,6.0,0.0,Introvert
2884,2884,2.0,Yes,2.0,2.0,Yes,5.0,0.0,Introvert
2885,2885,4.0,Yes,2.0,0.0,Yes,0.0,3.0,Introvert
2886,2886,1.0,No,8.0,4.0,No,8.0,7.0,Extrovert
2887,2887,1.0,No,8.0,4.0,No,13.0,8.0,Extrovert
2888,2888,0.0,No,5.0,3.0,No,15.0,7.0,Extrovert
2889,2889,2.0,No,7.0,3.0,No,4.0,6.0,Extrovert
2890,2890,3.0,No,9.0,7.0,No,9.0,8.0,Extrovert
2891,2891,0.0,No,5.0,4.0,No,7.0,5.0,Extrovert
2892,2892,3.0,No,6.0,4.0,No,11.0,6.0,Extrovert
2893,2893,3.0,No,9.0,5.0,No,10.0,9.0,Extrovert
2894,2894,6.0,No,10.0,4.0,No,11.0,3.0,Introvert
2895,2895,4.0,No,10.0,6.0,No,7.0,5.0,Extrovert
2896,2896,1.0,No,6.0,4.0,No,7.0,4.0,Extrovert
2897,2897,2.0,No,4.0,4.0,No,7.0,5.0,Extrovert
2898,2898,5.0,Yes,5.0,1.0,Yes,1.0,1.0,Introvert
2899,2899,4.0,Yes,2.0,2.0,No,0.0,1.0,Introvert
2900,2900,9.0,Yes,0.0,2.0,Yes,2.0,0.0,Introvert
2901,2901,2.0,No,4.0,7.0,No,13.0,10.0,Extrovert
2902,2902,1.0,No,9.0,3.0,No,5.0,5.0,Extrovert
2903,2903,6.0,Yes,0.0,2.0,Yes,3.0,5.0,Introvert
2904,2904,3.0,No,8.0,5.0,No,13.0,7.0,Extrovert
2905,2905,4.0,No,3.0,4.0,No,8.0,8.0,Extrovert
2906,2906,7.0,Yes,0.0,0.0,No,3.0,0.0,Extrovert
2907,2907,1.0,No,9.0,3.0,No,10.0,8.0,Extrovert
2908,2908,2.0,No,8.0,4.0,No,11.0,7.0,Extrovert
2909,2909,2.0,Yes,3.0,0.0,Yes,8.0,0.0,Introvert
2910,2910,11.0,Yes,3.0,1.0,Yes,3.0,5.0,Introvert
2911,2911,0.0,No,4.0,7.0,No,15.0,6.0,Extrovert
2912,2912,2.0,No,7.0,6.0,No,13.0,6.0,Extrovert
2913,2913,0.0,No,8.0,5.0,No,8.0,7.0,Extrovert
2914,2914,3.0,No,3.0,6.0,No,6.0,7.0,Extrovert
2915,2915,11.0,Yes,2.0,4.0,Yes,2.0,0.0,Introvert
2916,2916,0.0,No,5.0,5.0,No,12.0,6.0,Extrovert
2917,2917,2.0,No,6.0,4.0,No,8.0,4.0,Extrovert
2918,2918,4.0,No,8.0,3.0,No,5.0,5.0,Extrovert
2919,2919,2.0,No,6.0,4.0,No,13.0,5.0,Extrovert
2920,2920,0.0,No,8.0,5.0,No,15.0,4.0,Extrovert
2921,2921,10.0,No,3.0,0.0,Yes,1.0,0.0,Introvert
2922,2922,10.0,Yes,3.0,0.0,Yes,1.0,3.0,Introvert
2923,2923,3.0,No,5.0,7.0,No,12.0,8.0,Extrovert
2924,2924,8.0,Yes,1.0,0.0,No,5.0,2.0,Introvert
2925,2925,11.0,Yes,2.0,0.0,Yes,4.0,5.0,Introvert
2926,2926,0.0,No,7.0,5.0,No,11.0,7.0,Extrovert
2927,2927,1.0,No,8.0,6.0,No,8.0,5.0,Extrovert
2928,2928,5.0,Yes,1.0,4.0,Yes,0.0,0.0,Introvert
2929,2929,8.0,Yes,1.0,2.0,No,5.0,5.0,Introvert
2930,2930,3.0,No,7.0,5.0,No,4.0,9.0,Extrovert
2931,2931,9.0,Yes,5.0,2.0,Yes,1.0,5.0,Introvert
2932,2932,2.0,No,8.0,5.0,No,7.0,4.0,Extrovert
2933,2933,1.0,No,6.0,7.0,No,5.0,10.0,Extrovert
2934,2934,0.0,No,10.0,5.0,No,6.0,7.0,Extrovert
2935,2935,2.0,No,6.0,4.0,No,12.0,7.0,Extrovert
2936,2936,0.0,No,5.0,3.0,No,5.0,3.0,Extrovert
2937,2937,3.0,No,4.0,7.0,No,10.0,10.0,Extrovert
2938,2938,2.0,No,8.0,3.0,No,8.0,5.0,Extrovert
2939,2939,8.0,Yes,3.0,0.0,No,2.0,1.0,Introvert
2940,2940,2.0,No,7.0,5.0,No,6.0,6.0,Extrovert
2941,2941,1.0,No,8.0,4.0,No,12.0,6.0,Extrovert
2942,2942,3.0,No,6.0,4.0,No,4.0,7.0,Extrovert
2943,2943,6.0,Yes,0.0,1.0,Yes,3.0,3.0,Introvert
2944,2944,2.0,No,9.0,7.0,No,6.0,7.0,Extrovert
2945,2945,0.0,No,9.0,3.0,No,8.0,5.0,Extrovert
2946,2946,1.0,No,4.0,5.0,No,8.0,10.0,Extrovert
2947,2947,1.0,No,5.0,3.0,No,6.0,8.0,Extrovert
2948,2948,4.0,No,4.0,5.0,No,13.0,5.0,Extrovert
2949,2949,4.0,Yes,2.0,2.0,Yes,3.0,3.0,Introvert
2950,2950,9.0,Yes,2.0,3.0,Yes,1.0,2.0,Introvert
2951,2951,6.0,No,1.0,0.0,Yes,3.0,2.0,Introvert
2952,2952,1.0,No,5.0,7.0,No,12.0,5.0,Extrovert
2953,2953,3.0,No,7.0,7.0,No,10.0,7.0,Extrovert
2954,2954,9.0,No,1.0,1.0,Yes,3.0,2.0,Introvert
2955,2955,2.0,No,6.0,3.0,No,9.0,5.0,Extrovert
2956,2956,1.0,No,8.0,6.0,No,14.0,5.0,Extrovert
2957,2957,0.0,No,10.0,7.0,No,11.0,8.0,Extrovert
2958,2958,10.0,Yes,2.0,2.0,Yes,8.0,2.0,Introvert
2959,2959,3.0,No,10.0,3.0,No,10.0,8.0,Extrovert
2960,2960,5.0,No,2.0,0.0,Yes,5.0,2.0,Introvert
2961,2961,2.0,No,7.0,4.0,No,8.0,3.0,Extrovert
2962,2962,0.0,No,8.0,4.0,No,10.0,8.0,Extrovert
2963,2963,2.0,No,7.0,5.0,No,15.0,9.0,Extrovert
2964,2964,0.0,No,3.0,4.0,No,7.0,3.0,Extrovert
2965,2965,3.0,No,5.0,3.0,No,10.0,7.0,Extrovert
2966,2966,10.0,Yes,3.0,1.0,Yes,1.0,3.0,Introvert
2967,2967,3.0,No,9.0,6.0,No,9.0,9.0,Extrovert
2968,2968,2.0,No,8.0,5.0,No,8.0,6.0,Extrovert
2969,2969,3.0,No,7.0,5.0,No,13.0,3.0,Extrovert
2970,2970,2.0,No,4.0,5.0,No,12.0,4.0,Extrovert
2971,2971,3.0,No,8.0,5.0,No,13.0,5.0,Extrovert
2972,2972,2.0,No,4.0,5.0,No,11.0,5.0,Extrovert
2973,2973,1.0,No,9.0,3.0,No,10.0,3.0,Extrovert
2974,2974,1.0,No,6.0,6.0,No,5.0,6.0,Extrovert
2975,2975,4.0,No,7.0,5.0,No,5.0,4.0,Extrovert
2976,2976,0.0,No,5.0,3.0,No,11.0,5.0,Extrovert
2977,2977,1.0,No,6.0,7.0,No,13.0,4.0,Extrovert
2978,2978,1.0,No,5.0,4.0,No,11.0,7.0,Extrovert
2979,2979,9.0,Yes,1.0,3.0,Yes,5.0,1.0,Introvert
2980,2980,2.0,No,7.0,7.0,No,10.0,8.0,Extrovert
2981,2981,5.0,Yes,0.0,0.0,No,4.0,1.0,Introvert
2982,2982,2.0,No,5.0,3.0,No,8.0,5.0,Extrovert
2983,2983,3.0,No,4.0,4.0,No,11.0,7.0,Extrovert
2984,2984,2.0,No,6.0,5.0,No,7.0,5.0,Extrovert
2985,2985,10.0,Yes,2.0,1.0,Yes,2.0,3.0,Introvert
2986,2986,0.0,No,8.0,7.0,No,13.0,6.0,Extrovert
2987,2987,11.0,No,0.0,1.0,Yes,5.0,2.0,Introvert
2988,2988,1.0,No,5.0,7.0,No,7.0,7.0,Extrovert
2989,2989,2.0,No,9.0,5.0,No,5.0,6.0,Extrovert
2990,2990,2.0,No,6.0,4.0,No,12.0,5.0,Extrovert
2991,2991,1.0,No,4.0,4.0,No,7.0,9.0,Extrovert
2992,2992,7.0,Yes,2.0,2.0,Yes,8.0,1.0,Introvert
2993,2993,1.0,No,9.0,6.0,No,9.0,7.0,Extrovert
2994,2994,1.0,No,7.0,7.0,No,12.0,7.0,Extrovert
2995,2995,9.0,Yes,3.0,2.0,No,8.0,0.0,Introvert
2996,2996,1.0,No,5.0,4.0,No,14.0,8.0,Extrovert
2997,2997,9.0,Yes,3.0,0.0,Yes,3.0,2.0,Introvert
2998,2998,0.0,No,5.0,5.0,No,10.0,8.0,Extrovert
2999,2999,5.0,Yes,5.0,0.0,Yes,8.0,0.0,Introvert
3000,3000,0.0,No,8.0,5.0,No,9.0,9.0,Extrovert
3001,3001,3.0,No,6.0,3.0,No,4.0,7.0,Extrovert
3002,3002,7.0,Yes,2.0,2.0,Yes,5.0,5.0,Introvert
3003,3003,3.0,No,9.0,5.0,No,12.0,9.0,Extrovert
3004,3004,2.0,No,7.0,5.0,No,6.0,6.0,Extrovert
3005,3005,5.0,No,3.0,2.0,Yes,4.0,1.0,Introvert
3006,3006,3.0,No,8.0,3.0,No,8.0,7.0,Extrovert
3007,3007,0.0,No,8.0,5.0,No,8.0,8.0,Extrovert
3008,3008,1.0,No,9.0,7.0,No,14.0,10.0,Extrovert
3009,3009,0.0,No,4.0,4.0,No,8.0,9.0,Extrovert
3010,3010,3.0,No,8.0,5.0,No,15.0,9.0,Extrovert
3011,3011,3.0,No,4.0,3.0,No,13.0,6.0,Extrovert
3012,3012,3.0,No,8.0,4.0,No,5.0,3.0,Extrovert
3013,3013,0.0,No,6.0,4.0,No,9.0,7.0,Extrovert
3014,3014,2.0,No,6.0,4.0,No,8.0,10.0,Extrovert
3015,3015,3.0,No,5.0,6.0,No,3.0,5.0,Extrovert
3016,3016,3.0,No,4.0,5.0,No,7.0,7.0,Extrovert
3017,3017,3.0,No,7.0,5.0,No,4.0,6.0,Extrovert
3018,3018,1.0,No,9.0,4.0,No,13.0,3.0,Extrovert
3019,3019,4.0,No,6.0,5.0,No,8.0,10.0,Extrovert
3020,3020,0.0,No,8.0,4.0,No,15.0,7.0,Extrovert
3021,3021,10.0,Yes,1.0,1.0,Yes,4.0,5.0,Extrovert
3022,3022,0.0,No,3.0,5.0,No,4.0,6.0,Extrovert
3023,3023,2.0,No,4.0,5.0,No,5.0,9.0,Extrovert
3024,3024,2.0,No,6.0,4.0,No,12.0,5.0,Extrovert
3025,3025,4.0,Yes,1.0,3.0,Yes,2.0,0.0,Introvert
3026,3026,2.0,No,4.0,4.0,No,12.0,3.0,Extrovert
3027,3027,7.0,Yes,3.0,4.0,Yes,5.0,0.0,Introvert
3028,3028,3.0,No,6.0,7.0,No,7.0,6.0,Extrovert
3029,3029,0.0,No,7.0,5.0,No,8.0,4.0,Extrovert
3030,3030,0.0,No,8.0,6.0,No,15.0,7.0,Extrovert
3031,3031,1.0,No,6.0,7.0,No,15.0,7.0,Extrovert
3032,3032,2.0,No,6.0,5.0,No,13.0,6.0,Extrovert
3033,3033,0.0,Yes,3.0,0.0,Yes,3.0,0.0,Introvert
3034,3034,2.0,No,4.0,4.0,No,4.0,8.0,Extrovert
3035,3035,8.0,Yes,0.0,2.0,Yes,4.0,2.0,Introvert
3036,3036,0.0,No,8.0,4.0,No,8.0,6.0,Extrovert
3037,3037,8.0,Yes,1.0,1.0,Yes,1.0,3.0,Introvert
3038,3038,2.0,No,5.0,3.0,No,12.0,6.0,Extrovert
3039,3039,2.0,No,6.0,5.0,No,6.0,3.0,Extrovert
3040,3040,1.0,No,7.0,4.0,No,9.0,8.0,Extrovert
3041,3041,0.0,No,6.0,7.0,No,10.0,6.0,Extrovert
3042,3042,4.0,Yes,3.0,3.0,Yes,3.0,0.0,Introvert
3043,3043,3.0,No,4.0,4.0,No,10.0,10.0,Extrovert
3044,3044,2.0,Yes,0.0,2.0,Yes,3.0,1.0,Introvert
3045,3045,2.0,No,5.0,7.0,No,15.0,7.0,Extrovert
3046,3046,2.0,No,8.0,6.0,No,14.0,7.0,Extrovert
3047,3047,4.0,Yes,5.0,1.0,Yes,1.0,1.0,Introvert
3048,3048,3.0,No,9.0,5.0,No,14.0,8.0,Extrovert
3049,3049,1.0,No,6.0,3.0,No,12.0,7.0,Extrovert
3050,3050,0.0,No,5.0,3.0,No,6.0,7.0,Extrovert
3051,3051,3.0,No,4.0,3.0,No,8.0,5.0,Extrovert
3052,3052,1.0,No,4.0,5.0,No,4.0,5.0,Extrovert
3053,3053,3.0,No,3.0,6.0,No,8.0,9.0,Extrovert
3054,3054,1.0,No,7.0,4.0,No,8.0,4.0,Extrovert
3055,3055,7.0,Yes,2.0,1.0,Yes,5.0,1.0,Introvert
3056,3056,1.0,No,5.0,5.0,No,15.0,6.0,Extrovert
3057,3057,7.0,Yes,3.0,0.0,Yes,3.0,5.0,Introvert
3058,3058,8.0,Yes,0.0,4.0,Yes,8.0,3.0,Introvert
3059,3059,5.0,No,5.0,1.0,Yes,3.0,2.0,Introvert
3060,3060,0.0,No,6.0,4.0,No,14.0,4.0,Extrovert
3061,3061,2.0,No,7.0,4.0,No,12.0,8.0,Extrovert
3062,3062,0.0,No,6.0,7.0,No,11.0,3.0,Extrovert
3063,3063,2.0,No,7.0,4.0,No,10.0,3.0,Extrovert
3064,3064,0.0,No,4.0,5.0,No,7.0,5.0,Extrovert
3065,3065,2.0,No,9.0,4.0,No,8.0,10.0,Extrovert
3066,3066,0.0,No,7.0,4.0,No,6.0,6.0,Extrovert
3067,3067,1.0,No,10.0,4.0,No,10.0,9.0,Extrovert
3068,3068,0.0,No,4.0,3.0,No,10.0,5.0,Extrovert
3069,3069,1.0,No,7.0,7.0,No,13.0,3.0,Extrovert
3070,3070,0.0,No,7.0,5.0,No,12.0,10.0,Extrovert
3071,3071,2.0,No,9.0,7.0,No,7.0,7.0,Extrovert
3072,3072,0.0,No,6.0,6.0,No,12.0,5.0,Extrovert
3073,3073,11.0,Yes,3.0,0.0,No,4.0,0.0,Introvert
3074,3074,2.0,No,5.0,5.0,No,8.0,6.0,Extrovert
3075,3075,2.0,No,8.0,5.0,No,10.0,8.0,Extrovert
3076,3076,6.0,Yes,2.0,2.0,Yes,8.0,5.0,Introvert
3077,3077,0.0,No,7.0,4.0,No,9.0,10.0,Extrovert
3078,3078,2.0,Yes,0.0,2.0,Yes,8.0,0.0,Introvert
3079,3079,1.0,No,9.0,6.0,No,10.0,3.0,Extrovert
3080,3080,2.0,No,7.0,7.0,No,8.0,3.0,Extrovert
3081,3081,9.0,No,0.0,2.0,Yes,4.0,1.0,Introvert
3082,3082,11.0,Yes,5.0,0.0,Yes,2.0,1.0,Introvert
3083,3083,1.0,No,7.0,4.0,No,15.0,7.0,Extrovert
3084,3084,0.0,No,6.0,3.0,No,4.0,5.0,Extrovert
3085,3085,2.0,No,9.0,5.0,No,10.0,6.0,Extrovert
3086,3086,0.0,No,3.0,5.0,No,14.0,3.0,Introvert
3087,3087,1.0,No,5.0,4.0,No,9.0,3.0,Extrovert
3088,3088,0.0,No,4.0,7.0,No,15.0,5.0,Extrovert
3089,3089,5.0,Yes,5.0,0.0,Yes,1.0,1.0,Introvert
3090,3090,4.0,No,3.0,3.0,No,9.0,9.0,Extrovert
3091,3091,2.0,No,5.0,4.0,No,6.0,3.0,Extrovert
3092,3092,4.0,No,6.0,6.0,No,5.0,7.0,Extrovert
3093,3093,3.0,No,8.0,3.0,No,10.0,3.0,Extrovert
3094,3094,3.0,No,7.0,7.0,No,6.0,10.0,Extrovert
3095,3095,2.0,No,4.0,4.0,No,10.0,10.0,Extrovert
3096,3096,1.0,No,5.0,4.0,No,8.0,10.0,Extrovert
3097,3097,11.0,Yes,3.0,1.0,No,2.0,0.0,Introvert
3098,3098,1.0,No,4.0,4.0,No,13.0,10.0,Extrovert
3099,3099,2.0,No,5.0,7.0,No,12.0,8.0,Extrovert
3100,3100,0.0,No,5.0,5.0,No,8.0,6.0,Extrovert
3101,3101,3.0,No,4.0,6.0,No,9.0,4.0,Extrovert
3102,3102,5.0,Yes,1.0,1.0,Yes,1.0,2.0,Introvert
3103,3103,1.0,No,7.0,4.0,No,8.0,7.0,Extrovert
3104,3104,6.0,Yes,3.0,0.0,Yes,8.0,1.0,Introvert
3105,3105,11.0,No,5.0,2.0,Yes,4.0,1.0,Introvert
3106,3106,10.0,Yes,1.0,3.0,Yes,2.0,3.0,Introvert
3107,3107,7.0,Yes,0.0,2.0,No,0.0,1.0,Introvert
3108,3108,10.0,Yes,0.0,4.0,Yes,5.0,0.0,Introvert
3109,3109,1.0,No,8.0,5.0,No,10.0,3.0,Extrovert
3110,3110,1.0,No,4.0,3.0,No,12.0,5.0,Extrovert
3111,3111,2.0,Yes,2.0,4.0,Yes,4.0,2.0,Introvert
3112,3112,2.0,No,6.0,4.0,No,9.0,10.0,Extrovert
3113,3113,2.0,No,8.0,6.0,No,6.0,10.0,Extrovert
3114,3114,10.0,Yes,4.0,5.0,Yes,11.0,2.0,Introvert
3115,3115,0.0,No,8.0,5.0,No,9.0,7.0,Extrovert
3116,3116,3.0,No,8.0,7.0,No,14.0,3.0,Extrovert
3117,3117,3.0,No,6.0,5.0,No,14.0,7.0,Extrovert
3118,3118,8.0,Yes,3.0,1.0,No,1.0,0.0,Introvert
3119,3119,1.0,No,6.0,7.0,No,7.0,10.0,Extrovert
3120,3120,3.0,No,10.0,7.0,No,12.0,5.0,Extrovert
3121,3121,3.0,No,5.0,7.0,No,14.0,9.0,Extrovert
3122,3122,11.0,Yes,3.0,4.0,No,1.0,0.0,Introvert
3123,3123,0.0,No,5.0,4.0,No,15.0,8.0,Extrovert
3124,3124,2.0,No,7.0,4.0,No,6.0,6.0,Extrovert
3125,3125,0.0,No,9.0,6.0,No,7.0,4.0,Extrovert
3126,3126,1.0,No,9.0,3.0,No,7.0,5.0,Extrovert
3127,3127,0.0,No,6.0,4.0,No,6.0,3.0,Extrovert
3128,3128,3.0,No,9.0,5.0,No,12.0,8.0,Extrovert
3129,3129,2.0,No,3.0,4.0,No,11.0,9.0,Extrovert
3130,3130,2.0,No,9.0,5.0,No,12.0,8.0,Introvert
3131,3131,7.0,No,1.0,2.0,Yes,1.0,0.0,Introvert
3132,3132,5.0,Yes,0.0,0.0,Yes,0.0,3.0,Introvert
3133,3133,2.0,No,4.0,4.0,No,6.0,5.0,Extrovert
3134,3134,2.0,No,5.0,7.0,No,5.0,9.0,Extrovert
3135,3135,3.0,No,5.0,3.0,No,9.0,8.0,Extrovert
3136,3136,3.0,No,7.0,3.0,No,8.0,5.0,Extrovert
3137,3137,2.0,No,5.0,4.0,No,5.0,7.0,Extrovert
3138,3138,3.0,No,8.0,4.0,No,14.0,7.0,Extrovert
3139,3139,7.0,No,3.0,2.0,Yes,4.0,2.0,Introvert
3140,3140,3.0,No,8.0,5.0,No,8.0,3.0,Extrovert
3141,3141,2.0,No,4.0,4.0,No,8.0,3.0,Extrovert
3142,3142,0.0,No,4.0,4.0,No,14.0,9.0,Extrovert
3143,3143,0.0,No,9.0,7.0,No,9.0,9.0,Extrovert
3144,3144,3.0,No,6.0,6.0,No,6.0,3.0,Extrovert
3145,3145,2.0,No,7.0,7.0,No,9.0,4.0,Extrovert
3146,3146,2.0,No,9.0,6.0,No,14.0,5.0,Extrovert
3147,3147,1.0,No,6.0,5.0,No,8.0,4.0,Extrovert
3148,3148,1.0,No,5.0,4.0,No,11.0,4.0,Extrovert
3149,3149,7.0,Yes,5.0,2.0,No,4.0,0.0,Introvert
3150,3150,2.0,No,9.0,5.0,No,13.0,10.0,Extrovert
3151,3151,11.0,Yes,3.0,0.0,Yes,2.0,1.0,Introvert
3152,3152,4.0,Yes,3.0,1.0,Yes,5.0,2.0,Introvert
3153,3153,5.0,Yes,3.0,2.0,No,0.0,0.0,Extrovert
3154,3154,6.0,Yes,1.0,2.0,Yes,3.0,5.0,Introvert
3155,3155,6.0,Yes,0.0,3.0,Yes,1.0,2.0,Introvert
3156,3156,1.0,No,7.0,4.0,No,8.0,7.0,Extrovert
3157,3157,11.0,Yes,2.0,0.0,No,3.0,0.0,Introvert
3158,3158,3.0,No,8.0,4.0,No,14.0,4.0,Extrovert
3159,3159,10.0,Yes,1.0,0.0,No,1.0,0.0,Introvert
3160,3160,11.0,No,2.0,1.0,Yes,3.0,0.0,Introvert
3161,3161,0.0,No,5.0,6.0,No,12.0,4.0,Extrovert
3162,3162,1.0,No,7.0,5.0,No,12.0,9.0,Extrovert
3163,3163,1.0,No,5.0,7.0,No,8.0,6.0,Extrovert
3164,3164,3.0,No,5.0,5.0,No,10.0,3.0,Extrovert
3165,3165,3.0,No,9.0,6.0,No,4.0,8.0,Extrovert
3166,3166,10.0,Yes,3.0,1.0,Yes,1.0,1.0,Introvert
3167,3167,1.0,No,5.0,4.0,No,10.0,6.0,Extrovert
3168,3168,9.0,Yes,3.0,3.0,Yes,3.0,3.0,Introvert
3169,3169,6.0,No,0.0,3.0,Yes,4.0,3.0,Introvert
3170,3170,1.0,No,6.0,5.0,No,5.0,4.0,Extrovert
3171,3171,2.0,No,5.0,5.0,No,11.0,8.0,Extrovert
3172,3172,8.0,Yes,5.0,4.0,Yes,2.0,5.0,Introvert
3173,3173,9.0,Yes,2.0,3.0,Yes,1.0,1.0,Introvert
3174,3174,0.0,No,10.0,4.0,No,8.0,5.0,Extrovert
3175,3175,2.0,No,3.0,7.0,No,11.0,5.0,Extrovert
3176,3176,5.0,Yes,5.0,0.0,Yes,3.0,5.0,Introvert
3177,3177,3.0,No,6.0,4.0,No,8.0,8.0,Extrovert
3178,3178,2.0,No,5.0,6.0,No,8.0,6.0,Extrovert
3179,3179,1.0,No,7.0,4.0,No,13.0,8.0,Extrovert
3180,3180,1.0,No,5.0,5.0,No,7.0,8.0,Extrovert
3181,3181,8.0,Yes,9.0,2.0,Yes,2.0,0.0,Introvert
3182,3182,2.0,Yes,3.0,1.0,Yes,0.0,0.0,Introvert
3183,3183,4.0,No,8.0,3.0,No,14.0,8.0,Extrovert
3184,3184,11.0,Yes,3.0,1.0,Yes,3.0,2.0,Introvert
3185,3185,11.0,Yes,2.0,1.0,Yes,4.0,2.0,Introvert
3186,3186,3.0,No,8.0,5.0,No,6.0,7.0,Extrovert
3187,3187,5.0,Yes,3.0,2.0,Yes,8.0,2.0,Introvert
3188,3188,1.0,No,5.0,7.0,No,8.0,3.0,Extrovert
3189,3189,0.0,No,8.0,6.0,No,7.0,4.0,Extrovert
3190,3190,0.0,No,9.0,3.0,No,10.0,7.0,Extrovert
3191,3191,5.0,Yes,0.0,0.0,Yes,1.0,3.0,Extrovert
3192,3192,2.0,No,10.0,4.0,No,9.0,5.0,Extrovert
3193,3193,1.0,No,9.0,3.0,No,6.0,10.0,Extrovert
3194,3194,0.0,No,5.0,5.0,No,12.0,5.0,Extrovert
3195,3195,2.0,No,6.0,3.0,No,8.0,9.0,Extrovert
3196,3196,3.0,No,10.0,5.0,No,12.0,4.0,Extrovert
3197,3197,0.0,No,6.0,4.0,No,14.0,5.0,Extrovert
3198,3198,0.0,No,5.0,4.0,No,15.0,5.0,Extrovert
3199,3199,3.0,No,7.0,5.0,No,8.0,3.0,Extrovert
3200,3200,8.0,No,3.0,1.0,Yes,2.0,1.0,Introvert
3201,3201,3.0,No,9.0,4.0,No,11.0,6.0,Extrovert
3202,3202,3.0,No,6.0,4.0,No,8.0,4.0,Extrovert
3203,3203,1.0,No,6.0,5.0,No,15.0,6.0,Extrovert
3204,3204,0.0,No,5.0,4.0,No,12.0,8.0,Extrovert
3205,3205,2.0,No,9.0,5.0,No,7.0,7.0,Extrovert
3206,3206,3.0,No,5.0,4.0,No,10.0,9.0,Extrovert
3207,3207,2.0,No,3.0,7.0,No,0.0,5.0,Extrovert
3208,3208,8.0,Yes,1.0,3.0,Yes,5.0,2.0,Introvert
3209,3209,2.0,No,7.0,4.0,No,12.0,4.0,Extrovert
3210,3210,1.0,No,8.0,4.0,No,6.0,5.0,Extrovert
3211,3211,8.0,Yes,0.0,2.0,Yes,0.0,1.0,Introvert
3212,3212,3.0,No,9.0,4.0,No,10.0,10.0,Extrovert
